investor,commit,deal_size,invite,rating,int_rate,covenants,total_fees,fee_share,prior_tier,invite_tier
Deutsche Bank,Decline,1300,180,8,Market,0,29,4,Bookrunner,Bookrunner
Bank of America,Commit,400,70,3,Above,2,46,5.5,Participant,Bookrunner
Bank of America,Commit,600,110,2,Market,1,12,2.6,Bookrunner,Bookrunner
Wells Fargo,Commit,900,120,1,Market,2,118,30.7,Bookrunner,Bookrunner
Bank of America,Commit,1300,230,3,Market,3,205,8,Bookrunner,Bookrunner
Goldman Sachs,Commit,1800,400,3,Market,2,154,36.3,Bookrunner,Bookrunner
Bank of America,Commit,700,90,3,Above,2,47,10.1,Bookrunner,Bookrunner
Bank of America,Decline,700,80,1,Above,2,66,5.9,Bookrunner,Participant
Deutsche Bank,Decline,1200,100,4,Market,1,118,21.2,Bookrunner,Participant
Deutsche Bank,Decline,500,60,2,Market,2,62,6.3,Bookrunner,Participant
Deutsche Bank,Commit,1900,410,7,Market,0,228,14.6,Participant,Bookrunner
Deutsche Bank,Commit,500,90,5,Market,1,56,12.7,Participant,Bookrunner
Deutsche Bank,Decline,2000,170,6,Market,0,182,35.5,Bookrunner,Participant
Wells Fargo,Commit,1000,170,9,Market,0,84,9.6,Bookrunner,Bookrunner
MUFG Union,Commit,1200,240,4,Below,1,131,14,Bookrunner,Bookrunner
Wells Fargo,Commit,700,150,1,Market,1,32,11.3,Bookrunner,Bookrunner
Bank of America,Commit,1100,160,2,Market,2,94,9.7,Bookrunner,Bookrunner
MUFG Union,Commit,900,180,2,Market,2,84,21.3,Bookrunner,Bookrunner
Goldman Sachs,Commit,1200,180,1,Market,2,110,15,Bookrunner,Bookrunner
Wells Fargo,Decline,200,30,3,Below,2,23,0.8,Bookrunner,Bookrunner
MUFG Union,Decline,700,60,3,Market,2,101,12.3,Bookrunner,Participant
MUFG Union,Decline,400,30,1,Market,2,41,6.2,Bookrunner,Participant
Wells Fargo,Decline,1400,160,10,Market,0,89,6.8,Bookrunner,Participant
Bank of America,Commit,1200,150,4,Market,1,90,9.6,Bookrunner,Bookrunner
MUFG Union,Commit,900,170,2,Below,2,75,0,Participant,Bookrunner
Bank of America,Commit,1000,130,5,Market,1,116,3.6,Participant,Bookrunner
MUFG Union,Commit,1100,170,7,Market,1,388,5.8,Bookrunner,Bookrunner
MUFG Union,Commit,600,70,3,Market,2,51,3.5,Bookrunner,Bookrunner
MUFG Union,Decline,700,60,3,Market,2,78,17.6,Bookrunner,Participant
MUFG Union,Commit,600,100,3,Market,2,82,0,Participant,Bookrunner
MUFG Union,Commit,400,60,5,Market,1,32,0,Participant,Bookrunner
Goldman Sachs,Decline,700,70,2,Market,2,65,12.5,Bookrunner,Participant
Bank of America,Commit,1200,150,9,Above,0,138,19,Participant,Bookrunner
Bank of America,Commit,800,170,2,Market,2,92,16.1,Bookrunner,Bookrunner
MUFG Union,Commit,600,40,2,Below,1,25,1.3,Participant,Participant
Deutsche Bank,Decline,1000,100,3,Market,3,196,10.2,Bookrunner,Participant
Bank of America,Commit,400,60,2,Market,2,51,5,Participant,Bookrunner
Bank of America,Commit,200,30,1,Market,2,22,3.3,Bookrunner,Bookrunner
Bank of America,Commit,1000,180,9,Market,0,200,59,Participant,Bookrunner
Wells Fargo,Commit,1100,220,5,Market,1,137,18.9,Bookrunner,Bookrunner
Goldman Sachs,Commit,1600,210,6,Market,1,92,18.4,Bookrunner,Bookrunner
Bank of America,Commit,300,60,1,Market,2,70,9.6,Bookrunner,Bookrunner
Bank of America,Commit,800,100,2,Market,2,89,10.3,Bookrunner,Bookrunner
Deutsche Bank,Commit,800,150,1,Market,2,52,11,Bookrunner,Bookrunner
Goldman Sachs,Commit,1000,130,3,Market,2,134,33.4,Bookrunner,Bookrunner
Bank of America,Commit,800,140,1,Market,3,144,0,Participant,Bookrunner
Deutsche Bank,Commit,1200,150,7,Market,0,104,14.1,Bookrunner,Bookrunner
Goldman Sachs,Commit,1300,250,3,Below,3,218,23.8,Bookrunner,Bookrunner
Goldman Sachs,Commit,400,70,2,Market,2,33,9.9,Bookrunner,Bookrunner
MUFG Union,Commit,1500,200,7,Market,0,172,11.9,Bookrunner,Bookrunner
Deutsche Bank,Decline,1400,160,4,Market,1,125,13.1,Bookrunner,Participant
Wells Fargo,Commit,1900,380,2,Market,2,166,46.3,Bookrunner,Bookrunner
Goldman Sachs,Decline,700,70,2,Below,1,33,5.5,Bookrunner,Participant
Bank of America,Commit,900,90,1,Market,2,65,4.2,Participant,Participant
MUFG Union,Commit,700,110,1,Market,2,42,0.7,Bookrunner,Bookrunner
Goldman Sachs,Decline,700,70,2,Market,1,34,5.7,Bookrunner,Participant
Goldman Sachs,Decline,1200,110,2,Above,2,131,18.5,Bookrunner,Participant
Bank of America,Decline,1200,80,9,Market,0,115,16.4,Bookrunner,Participant
MUFG Union,Commit,1400,330,6,Market,1,90,19.7,Participant,Bookrunner
Deutsche Bank,Commit,1500,240,6,Market,1,106,26.5,Bookrunner,Bookrunner
Goldman Sachs,Commit,1200,210,4,Below,1,68,8,Bookrunner,Bookrunner
Deutsche Bank,Commit,1200,240,9,Market,0,83,28.4,Bookrunner,Bookrunner
Deutsche Bank,Decline,2200,240,2,Market,2,174,39.8,Bookrunner,Participant
Bank of America,Commit,1500,240,1,Market,2,211,34.8,Bookrunner,Bookrunner
Goldman Sachs,Decline,500,90,2,Market,2,33,3,Bookrunner,Bookrunner
Deutsche Bank,Commit,1100,220,2,Below,2,103,29,Bookrunner,Bookrunner
Bank of America,Commit,1400,190,6,Market,1,170,8.7,Bookrunner,Bookrunner
MUFG Union,Commit,1500,210,7,Above,0,153,27.1,Bookrunner,Bookrunner
Bank of America,Commit,2500,380,8,Below,0,331,51.6,Bookrunner,Bookrunner
MUFG Union,Commit,1300,200,5,Market,1,151,18.7,Bookrunner,Bookrunner
Wells Fargo,Commit,1300,210,4,Market,1,120,31.1,Bookrunner,Bookrunner
Wells Fargo,Commit,800,110,1,Market,2,74,6.8,Bookrunner,Bookrunner
Deutsche Bank,Commit,800,110,1,Above,2,111,15.4,Bookrunner,Bookrunner
Deutsche Bank,Decline,900,60,3,Market,2,90,12.4,Bookrunner,Participant
Deutsche Bank,Commit,1300,260,6,Above,1,128,25.3,Participant,Bookrunner
Wells Fargo,Commit,1300,230,7,Market,0,78,19.7,Bookrunner,Bookrunner
MUFG Union,Commit,1200,210,7,Market,0,150,32.7,Participant,Bookrunner
Goldman Sachs,Commit,1600,240,4,Market,1,159,11.4,Bookrunner,Bookrunner
Bank of America,Decline,500,40,3,Market,2,71,12.6,Bookrunner,Participant
Goldman Sachs,Commit,1500,220,5,Market,1,108,13.9,Bookrunner,Bookrunner
Goldman Sachs,Commit,1400,170,4,Market,2,268,48.5,Bookrunner,Bookrunner
Deutsche Bank,Commit,1100,150,2,Market,2,110,15.5,Bookrunner,Bookrunner
Wells Fargo,Commit,700,100,2,Market,2,60,11.2,Bookrunner,Bookrunner
MUFG Union,Commit,300,60,3,Market,2,19,2.3,Bookrunner,Bookrunner
Deutsche Bank,Decline,700,100,2,Above,2,51,5.5,Bookrunner,Bookrunner
Wells Fargo,Commit,1200,220,3,Market,2,109,27,Bookrunner,Bookrunner
Goldman Sachs,Commit,1300,190,7,Market,1,208,44.1,Bookrunner,Bookrunner
Bank of America,Commit,1100,150,7,Market,0,133,10.4,Bookrunner,Bookrunner
Goldman Sachs,Commit,1100,220,8,Below,0,116,0,Participant,Bookrunner
Bank of America,Commit,400,70,2,Above,2,37,2.3,Bookrunner,Bookrunner
Goldman Sachs,Commit,1300,210,4,Market,1,92,24.7,Bookrunner,Bookrunner
Deutsche Bank,Commit,2100,260,2,Market,2,130,18.2,Bookrunner,Bookrunner
Deutsche Bank,Decline,1000,80,7,Market,0,23,4.2,Bookrunner,Participant
Deutsche Bank,Commit,1300,220,10,Market,0,167,57.3,Bookrunner,Bookrunner
MUFG Union,Commit,700,70,1,Above,2,82,0.6,Participant,Participant
Wells Fargo,Commit,1300,220,5,Market,1,145,33.1,Bookrunner,Bookrunner
Goldman Sachs,Commit,1500,340,4,Market,1,89,12.4,Bookrunner,Bookrunner
Wells Fargo,Commit,1400,290,4,Above,1,88,25.5,Participant,Bookrunner
Wells Fargo,Commit,1200,130,5,Above,1,92,7.6,Bookrunner,Participant
MUFG Union,Commit,1800,300,1,Above,2,135,25.9,Bookrunner,Bookrunner
Deutsche Bank,Commit,1100,190,9,Above,0,151,34.6,Participant,Bookrunner
MUFG Union,Commit,600,90,2,Market,2,43,3.2,Bookrunner,Bookrunner
Wells Fargo,Commit,900,170,2,Market,1,86,10.2,Bookrunner,Bookrunner
Deutsche Bank,Decline,1500,170,4,Market,1,151,8,Bookrunner,Participant
Goldman Sachs,Commit,1100,210,5,Market,1,106,7.1,Bookrunner,Bookrunner
Wells Fargo,Commit,1400,170,2,Market,2,270,18.6,Bookrunner,Bookrunner
Goldman Sachs,Decline,900,170,3,Market,2,53,1.7,Bookrunner,Bookrunner
Bank of America,Commit,900,170,2,Market,2,61,18.3,Bookrunner,Bookrunner
MUFG Union,Commit,400,90,3,Below,1,6,0.6,Bookrunner,Bookrunner
Wells Fargo,Commit,500,70,3,Market,2,34,6.9,Bookrunner,Bookrunner
Bank of America,Commit,1300,210,8,Market,0,105,33.3,Bookrunner,Bookrunner
Wells Fargo,Commit,1300,170,9,Market,1,213,5.1,Bookrunner,Bookrunner
Goldman Sachs,Decline,1200,100,3,Market,2,138,24.6,Bookrunner,Participant
Wells Fargo,Commit,500,100,2,Market,2,60,15.2,Bookrunner,Bookrunner
Bank of America,Commit,1900,410,2,Below,2,115,15.4,Bookrunner,Bookrunner
Deutsche Bank,Decline,1300,110,8,Market,0,171,18,Bookrunner,Participant
Bank of America,Decline,900,100,1,Market,2,117,9.5,Bookrunner,Participant
Deutsche Bank,Decline,1300,50,2,Market,2,164,13.3,Bookrunner,Participant
Deutsche Bank,Decline,800,150,4,Market,1,91,4.4,Bookrunner,Bookrunner
MUFG Union,Commit,800,120,2,Market,3,137,16.7,Participant,Bookrunner
Deutsche Bank,Decline,800,100,3,Above,1,11,0,Bookrunner,Bookrunner
Bank of America,Decline,800,80,1,Market,2,52,3.2,Bookrunner,Participant
Goldman Sachs,Commit,800,140,4,Market,1,113,29.7,Bookrunner,Bookrunner
Bank of America,Commit,900,150,2,Market,2,110,21.7,Participant,Bookrunner
MUFG Union,Commit,1300,220,2,Market,2,117,24.2,Participant,Bookrunner
MUFG Union,Commit,1200,160,2,Market,2,139,0,Participant,Bookrunner
Deutsche Bank,Commit,1000,140,1,Market,2,92,16,Bookrunner,Bookrunner
MUFG Union,Commit,900,170,3,Market,2,56,9.4,Bookrunner,Bookrunner
Bank of America,Commit,1700,320,7,Above,1,273,64.4,Bookrunner,Bookrunner
MUFG Union,Commit,600,90,3,Market,3,90,3.5,Bookrunner,Bookrunner
MUFG Union,Commit,1100,210,3,Market,2,103,4.8,Bookrunner,Bookrunner
Goldman Sachs,Commit,1300,180,6,Market,1,153,4.3,Bookrunner,Bookrunner
Wells Fargo,Commit,1100,220,6,Market,1,123,17.7,Bookrunner,Bookrunner
Wells Fargo,Commit,600,130,2,Market,1,12,1.6,Participant,Bookrunner
Wells Fargo,Commit,500,80,2,Market,2,45,8,Participant,Bookrunner
MUFG Union,Commit,200,20,2,Market,1,3,0.3,Bookrunner,Bookrunner
Bank of America,Decline,1200,140,4,Market,0,51,14,Bookrunner,Participant
Deutsche Bank,Decline,700,110,3,Market,2,69,6.9,Bookrunner,Bookrunner
Bank of America,Commit,1200,160,5,Above,1,103,2.9,Bookrunner,Bookrunner
Wells Fargo,Commit,700,110,1,Market,2,63,18.9,Bookrunner,Bookrunner
Goldman Sachs,Commit,800,170,3,Market,2,75,25.4,Bookrunner,Bookrunner
Bank of America,Commit,1100,170,5,Above,1,68,10.1,Bookrunner,Bookrunner
Wells Fargo,Commit,500,70,2,Market,2,38,10.3,Bookrunner,Bookrunner
Goldman Sachs,Commit,600,120,3,Market,2,72,11.6,Bookrunner,Bookrunner
Wells Fargo,Commit,500,80,3,Market,2,30,1.2,Bookrunner,Bookrunner
Bank of America,Commit,1200,220,6,Market,1,73,11.2,Participant,Bookrunner
MUFG Union,Decline,900,70,2,Market,2,123,10.5,Bookrunner,Participant
Wells Fargo,Commit,1800,340,4,Market,1,166,42.5,Bookrunner,Bookrunner
Goldman Sachs,Commit,600,60,1,Market,2,34,5.2,Participant,Participant
MUFG Union,Decline,600,60,3,Market,2,44,5.6,Bookrunner,Participant
Wells Fargo,Commit,1300,200,2,Market,2,164,40.5,Bookrunner,Bookrunner
MUFG Union,Commit,600,110,1,Market,2,140,4.3,Bookrunner,Bookrunner
Bank of America,Decline,800,140,2,Market,2,51,0.5,Bookrunner,Bookrunner
Goldman Sachs,Commit,1400,180,6,Market,1,207,14.7,Bookrunner,Bookrunner
Wells Fargo,Commit,1100,130,10,Market,0,62,5.6,Participant,Bookrunner
Wells Fargo,Commit,800,110,3,Above,2,116,5.7,Bookrunner,Bookrunner
MUFG Union,Commit,700,100,1,Below,2,64,1.3,Bookrunner,Bookrunner
Bank of America,Commit,1400,240,1,Market,1,69,11.9,Participant,Bookrunner
Deutsche Bank,Decline,1200,120,7,Market,0,153,24.2,Bookrunner,Participant
Bank of America,Commit,500,80,1,Market,2,126,18.3,Bookrunner,Bookrunner
Goldman Sachs,Commit,300,40,3,Market,3,47,0,Participant,Bookrunner
Wells Fargo,Commit,1000,180,9,Above,0,73,18.6,Bookrunner,Bookrunner
MUFG Union,Commit,700,130,3,Market,2,63,18.3,Bookrunner,Bookrunner
Deutsche Bank,Commit,600,90,3,Market,2,66,15,Participant,Bookrunner
Bank of America,Commit,700,60,3,Above,3,105,20.5,Bookrunner,Participant
Goldman Sachs,Commit,800,130,2,Above,2,105,9.2,Bookrunner,Bookrunner
Bank of America,Commit,900,170,2,Market,2,87,24.7,Bookrunner,Bookrunner
Bank of America,Commit,1700,200,8,Above,1,300,76.2,Bookrunner,Participant
MUFG Union,Commit,1200,190,9,Market,0,83,4.5,Participant,Bookrunner
Deutsche Bank,Commit,1300,180,7,Below,0,157,37.1,Bookrunner,Bookrunner
Wells Fargo,Commit,1200,150,4,Market,1,71,15.9,Bookrunner,Bookrunner
Goldman Sachs,Commit,2100,310,7,Market,0,212,45.6,Participant,Bookrunner
Wells Fargo,Decline,800,70,3,Market,2,78,11.8,Bookrunner,Participant
Wells Fargo,Commit,900,180,3,Market,2,87,13.7,Bookrunner,Bookrunner
MUFG Union,Commit,400,70,3,Market,2,44,9.9,Participant,Bookrunner
Wells Fargo,Commit,500,40,2,Above,2,31,3.1,Bookrunner,Participant
Bank of America,Commit,1600,120,2,Market,2,189,12.3,Bookrunner,Participant
Deutsche Bank,Commit,700,130,3,Market,2,98,20,Bookrunner,Bookrunner
Deutsche Bank,Decline,1000,70,9,Market,0,45,6.9,Bookrunner,Participant
Goldman Sachs,Decline,800,110,1,Market,2,114,0.1,Bookrunner,Bookrunner
Deutsche Bank,Commit,1000,140,5,Market,2,173,17.3,Bookrunner,Bookrunner
Bank of America,Commit,500,70,2,Market,1,18,3,Bookrunner,Bookrunner
Bank of America,Commit,200,30,3,Market,2,18,2.6,Bookrunner,Bookrunner
Goldman Sachs,Decline,1200,140,2,Market,2,76,3.3,Participant,Participant
Bank of America,Commit,1000,210,9,Market,0,149,19.1,Bookrunner,Bookrunner
MUFG Union,Commit,1200,180,9,Above,0,88,14.1,Bookrunner,Bookrunner
MUFG Union,Commit,1400,150,2,Market,2,205,30.8,Bookrunner,Participant
MUFG Union,Commit,1300,220,5,Market,1,127,6.7,Bookrunner,Bookrunner
Deutsche Bank,Commit,1800,190,4,Market,1,162,17.7,Participant,Participant
Deutsche Bank,Decline,700,110,2,Market,1,35,3.4,Bookrunner,Bookrunner
Wells Fargo,Commit,500,100,3,Market,2,33,3,Bookrunner,Bookrunner
Deutsche Bank,Commit,1200,170,10,Market,0,98,26.4,Bookrunner,Bookrunner
Goldman Sachs,Decline,1100,100,8,Market,0,100,21,Bookrunner,Participant
Wells Fargo,Commit,200,30,3,Below,2,23,6.7,Bookrunner,Bookrunner
Deutsche Bank,Commit,1100,140,9,Below,0,131,25.7,Bookrunner,Bookrunner
Deutsche Bank,Decline,400,30,4,Market,1,100,11.9,Bookrunner,Participant
MUFG Union,Commit,1100,140,9,Above,0,113,23.7,Bookrunner,Bookrunner
Deutsche Bank,Commit,1500,200,6,Market,1,207,11.2,Bookrunner,Bookrunner
MUFG Union,Commit,400,70,2,Market,2,43,7,Bookrunner,Bookrunner
Deutsche Bank,Commit,700,80,3,Above,2,83,13,Participant,Bookrunner
Wells Fargo,Commit,900,50,3,Market,2,135,19.2,Bookrunner,Participant
MUFG Union,Commit,200,30,3,Below,2,23,2.3,Participant,Bookrunner
Goldman Sachs,Commit,500,80,5,Market,1,25,1.6,Participant,Bookrunner
Bank of America,Commit,400,50,2,Market,2,41,4.2,Bookrunner,Bookrunner
Wells Fargo,Decline,1500,170,6,Market,1,144,7.2,Bookrunner,Participant
Deutsche Bank,Commit,1200,210,3,Market,2,163,40.1,Bookrunner,Bookrunner
Wells Fargo,Decline,1300,150,2,Market,2,90,8.7,Bookrunner,Participant
Wells Fargo,Decline,2000,230,6,Below,2,303,77.9,Bookrunner,Participant
Deutsche Bank,Decline,1300,160,3,Market,2,122,1.6,Bookrunner,Bookrunner
Bank of America,Commit,500,90,2,Market,2,46,9.5,Bookrunner,Bookrunner
Bank of America,Commit,800,100,2,Market,3,137,33.3,Bookrunner,Participant
Bank of America,Commit,1300,320,4,Above,1,191,69.3,Bookrunner,Bookrunner
Deutsche Bank,Commit,1100,210,8,Market,0,70,22.8,Bookrunner,Bookrunner
Bank of America,Commit,700,100,3,Market,1,33,1.5,Participant,Bookrunner
MUFG Union,Decline,700,60,1,Market,2,83,8.8,Bookrunner,Participant
MUFG Union,Decline,200,30,2,Market,2,10,0.7,Bookrunner,Bookrunner
Bank of America,Commit,1800,300,3,Above,2,133,35.5,Bookrunner,Bookrunner
MUFG Union,Decline,500,50,2,Above,1,19,4.3,Bookrunner,Participant
Bank of America,Decline,800,70,3,Market,1,25,1.3,Bookrunner,Participant
MUFG Union,Commit,900,120,2,Below,2,83,12.1,Bookrunner,Bookrunner
MUFG Union,Commit,2000,320,5,Market,1,162,0,Participant,Bookrunner
MUFG Union,Commit,1900,310,5,Market,1,133,5.1,Participant,Bookrunner
Wells Fargo,Commit,1000,150,6,Market,1,121,1.3,Bookrunner,Bookrunner
Goldman Sachs,Decline,900,130,2,Market,2,92,1.4,Bookrunner,Bookrunner
Bank of America,Commit,1200,240,6,Below,1,133,30.2,Participant,Bookrunner
Wells Fargo,Commit,1000,120,2,Market,2,91,2.3,Bookrunner,Bookrunner
Wells Fargo,Decline,800,50,4,Market,0,21,1.3,Bookrunner,Participant
Wells Fargo,Commit,1300,190,3,Market,2,122,30.9,Bookrunner,Bookrunner
MUFG Union,Commit,1900,220,9,Market,0,197,35.1,Bookrunner,Participant
Bank of America,Commit,1000,130,6,Market,1,84,18.9,Bookrunner,Bookrunner
Bank of America,Commit,1400,200,4,Market,1,102,18.7,Participant,Bookrunner
Bank of America,Commit,900,80,2,Market,2,72,10,Participant,Participant
Wells Fargo,Commit,1300,170,7,Market,0,181,4.5,Bookrunner,Bookrunner
Wells Fargo,Decline,800,110,3,Below,2,78,4.4,Bookrunner,Bookrunner
MUFG Union,Decline,1600,190,1,Market,2,124,25.4,Bookrunner,Participant
MUFG Union,Decline,300,20,3,Market,2,27,1.6,Bookrunner,Participant
Bank of America,Commit,1100,190,5,Market,1,107,3.3,Participant,Bookrunner
Wells Fargo,Commit,1100,150,3,Market,2,129,4.9,Bookrunner,Bookrunner
Wells Fargo,Commit,1800,250,8,Market,0,211,37.1,Bookrunner,Bookrunner
Deutsche Bank,Commit,1300,310,5,Market,0,30,11.8,Bookrunner,Bookrunner
Wells Fargo,Commit,800,40,1,Market,2,111,5.1,Participant,Participant
Wells Fargo,Commit,1400,200,6,Market,1,186,48.7,Bookrunner,Bookrunner
Goldman Sachs,Commit,800,100,2,Above,2,96,22,Bookrunner,Bookrunner
Goldman Sachs,Decline,900,140,1,Below,2,54,1.2,Bookrunner,Bookrunner
Deutsche Bank,Commit,1400,230,8,Market,0,143,30.5,Bookrunner,Bookrunner
Bank of America,Decline,900,100,3,Market,2,113,11.5,Bookrunner,Participant
Bank of America,Commit,1400,250,5,Market,2,231,40.9,Bookrunner,Bookrunner
Wells Fargo,Commit,900,130,1,Market,2,125,13,Bookrunner,Bookrunner
Deutsche Bank,Commit,1400,250,3,Market,2,155,52.9,Bookrunner,Bookrunner
Wells Fargo,Commit,1000,160,10,Market,1,161,8.4,Bookrunner,Bookrunner
Deutsche Bank,Commit,900,200,2,Market,2,58,17.2,Bookrunner,Bookrunner
Goldman Sachs,Commit,700,110,3,Market,2,41,10.4,Bookrunner,Bookrunner
MUFG Union,Commit,1200,200,2,Market,2,94,21.8,Bookrunner,Bookrunner
Bank of America,Commit,1600,240,9,Market,0,111,1.2,Participant,Bookrunner
Bank of America,Commit,1300,130,8,Above,0,119,16.8,Participant,Participant
Goldman Sachs,Decline,700,40,1,Market,2,69,11.5,Bookrunner,Participant
Wells Fargo,Commit,1300,250,9,Market,0,-16,-1.5,Bookrunner,Bookrunner
Goldman Sachs,Commit,800,100,2,Market,2,41,0.5,Participant,Bookrunner
Wells Fargo,Commit,1100,170,7,Market,0,85,24,Bookrunner,Bookrunner
Bank of America,Decline,500,50,2,Below,2,46,10.5,Bookrunner,Participant
Deutsche Bank,Decline,1200,80,4,Below,1,145,18.3,Bookrunner,Participant
Deutsche Bank,Commit,1200,170,7,Market,0,139,20.2,Bookrunner,Bookrunner
MUFG Union,Decline,300,30,1,Market,2,26,1.8,Bookrunner,Participant
MUFG Union,Commit,1300,120,8,Market,1,200,23.8,Bookrunner,Participant
MUFG Union,Decline,600,60,4,Market,1,66,7,Bookrunner,Participant
Deutsche Bank,Commit,1500,230,4,Market,1,89,24.9,Bookrunner,Bookrunner
MUFG Union,Commit,1400,190,7,Market,0,196,9.2,Bookrunner,Bookrunner
Deutsche Bank,Commit,2000,280,7,Market,0,198,0,Participant,Bookrunner
MUFG Union,Commit,1800,330,4,Market,1,95,5.1,Participant,Bookrunner
Wells Fargo,Commit,600,100,1,Market,2,64,5.1,Bookrunner,Bookrunner
MUFG Union,Commit,1500,180,3,Market,2,121,25.5,Bookrunner,Bookrunner
Bank of America,Decline,600,50,2,Market,2,30,0.1,Participant,Participant
Wells Fargo,Commit,1300,210,4,Above,1,191,32.3,Bookrunner,Bookrunner
Wells Fargo,Commit,1100,230,7,Market,0,105,8.2,Bookrunner,Bookrunner
Deutsche Bank,Decline,1000,120,8,Market,0,17,1.4,Bookrunner,Bookrunner
Goldman Sachs,Commit,1500,280,2,Market,2,135,2.3,Participant,Bookrunner
MUFG Union,Commit,2200,360,5,Market,1,588,11.8,Bookrunner,Bookrunner
MUFG Union,Decline,1400,140,5,Below,1,98,21.1,Bookrunner,Participant
Bank of America,Decline,1100,100,4,Market,1,147,18.1,Bookrunner,Participant
Wells Fargo,Commit,1000,150,6,Market,1,91,22,Bookrunner,Bookrunner
Bank of America,Commit,1900,270,3,Market,2,265,48.5,Participant,Bookrunner
MUFG Union,Commit,600,90,2,Market,2,67,6.2,Bookrunner,Bookrunner
Wells Fargo,Commit,1400,230,3,Market,2,152,29.3,Bookrunner,Bookrunner
Wells Fargo,Commit,1000,160,6,Market,2,320,4.2,Bookrunner,Bookrunner
Wells Fargo,Decline,500,40,2,Below,2,64,8.8,Bookrunner,Participant
Deutsche Bank,Commit,900,120,2,Market,2,123,28.7,Bookrunner,Bookrunner
Wells Fargo,Commit,1100,210,6,Market,1,123,6.8,Bookrunner,Bookrunner
Deutsche Bank,Commit,1200,290,1,Market,1,45,9.5,Bookrunner,Bookrunner
MUFG Union,Commit,500,90,2,Market,2,62,10,Bookrunner,Bookrunner
MUFG Union,Commit,700,110,2,Market,2,38,10.8,Bookrunner,Bookrunner
Goldman Sachs,Decline,1000,110,6,Market,0,22,4.3,Bookrunner,Participant
Deutsche Bank,Commit,1300,220,1,Market,2,269,76.1,Bookrunner,Bookrunner
Wells Fargo,Commit,500,70,1,Market,2,137,28.1,Bookrunner,Bookrunner
Bank of America,Commit,700,120,2,Market,2,37,5.3,Bookrunner,Bookrunner
Deutsche Bank,Decline,1600,220,5,Market,0,73,4.7,Bookrunner,Bookrunner
Bank of America,Commit,1200,240,9,Below,0,55,20.1,Bookrunner,Bookrunner
Wells Fargo,Decline,600,110,2,Below,2,48,1.9,Bookrunner,Bookrunner
Bank of America,Commit,900,140,2,Market,2,70,16.8,Participant,Bookrunner
Goldman Sachs,Commit,800,160,4,Above,1,230,29.9,Participant,Bookrunner
Deutsche Bank,Decline,1300,130,9,Market,0,131,21.1,Bookrunner,Participant
Deutsche Bank,Commit,1400,200,6,Above,2,242,36.5,Bookrunner,Bookrunner
Goldman Sachs,Commit,400,90,4,Market,1,57,7.6,Participant,Bookrunner
Goldman Sachs,Commit,1100,240,1,Market,2,123,1.7,Bookrunner,Bookrunner
MUFG Union,Commit,400,50,2,Market,2,86,5.2,Bookrunner,Bookrunner
